date,min,max,median,q1,q3,stdev,count
2021-09-20T00:00:00.000Z,1.42,5.9,2.8,2.4,3.3,0.687,576
2021-09-21T00:00:00.000Z,1.4,5.13,2.9,2.31,3.5,0.803,573
2021-09-22T00:00:00.000Z,0.7,5.37,2.5,2,3.43,0.99,561
2021-09-23T00:00:00.000Z,0.2,4.68,1.4,0.6,3.25,1.382,575
2021-09-24T00:00:00.000Z,0.1,3.05,0.6,0.33,1,0.579,559
2021-09-25T00:00:00.000Z,0.2,8.19,0.95,0.5,2.72,1.35,568
2021-09-26T00:00:00.000Z,0.25,1.33,0.56,0.44,0.7,0.18,557
2021-09-27T00:00:00.000Z,0.3,4.72,0.8,0.65,1.47,1.063,468
2021-09-28T00:00:00.000Z,1.2,6.13,2.04,1.63,3.5,1.194,569
2021-09-29T00:00:00.000Z,3.13,6.85,4.32,3.85,4.84,0.712,559
2021-09-30T00:00:00.000Z,1.08,11.5,4.9,3.63,5.85,2.201,557
2021-10-01T00:00:00.000Z,0.68,3.17,1.77,1.48,2.08,0.451,541
2021-10-02T00:00:00.000Z,1.67,14.27,4.28,3,8.82,3.509,550
2021-10-03T00:00:00.000Z,6.63,21.88,11.34,10.15,15.18,3.555,548
2021-10-04T00:00:00.000Z,10.13,19.63,15.15,12.92,16.48,2.221,564
2021-10-05T00:00:00.000Z,0.8,15.4,6.53,2.1,8.63,3.766,586
2021-10-06T00:00:00.000Z,0.75,15.23,2.6,1.5,7.28,3.496,569
2021-10-07T00:00:00.000Z,1.73,7.1,3.5,2.7,4.55,1.084,574
2021-10-08T00:00:00.000Z,1.02,8.07,2.7,2.2,6.14,2.094,565
2021-10-09T00:00:00.000Z,2.13,8.35,5.63,4.34,6.43,1.435,559
2021-10-10T00:00:00.000Z,3,15.35,5.05,4.19,7.78,2.939,564
2021-10-11T00:00:00.000Z,1.05,9.8,2.67,1.9,7.63,2.828,571
2021-10-12T00:00:00.000Z,0.1,2.1,0.6,0.47,0.7,0.218,576
2021-10-13T00:00:00.000Z,0.3,5.27,0.8,0.6,1.27,0.648,561
2021-10-14T00:00:00.000Z,0.4,4.76,1.27,0.9,1.77,0.571,563
2021-10-15T00:00:00.000Z,0.2,2.35,0.9,0.6,1.5,0.511,554
2021-10-16T00:00:00.000Z,0.2,1.9,0.77,0.6,0.9,0.228,567
2021-10-17T00:00:00.000Z,0.3,4.97,0.6,0.5,0.73,0.395,564
2021-10-18T00:00:00.000Z,0.27,8.19,0.7,0.6,1.1,0.944,552
2021-10-19T00:00:00.000Z,0.4,14.7,1.63,0.9,2.33,3.398,582
2021-10-20T00:00:00.000Z,0.3,5.09,1.63,0.95,2.1,0.917,562
2021-10-21T00:00:00.000Z,0.1,3.27,1.5,0.7,2,0.737,565
2021-10-22T00:00:00.000Z,0.13,2,0.5,0.4,0.6,0.212,569
2021-10-23T00:00:00.000Z,0.4,7.13,1,0.8,1.7,0.61,562
2021-10-24T00:00:00.000Z,0.5,3.73,1.5,1.1,2.1,0.623,556
2021-10-25T00:00:00.000Z,1.1,7.17,2.83,2.27,4.26,1.181,573
2021-10-26T00:00:00.000Z,0.7,15.6,3.7,1.8,7.62,3.137,549
2021-10-27T00:00:00.000Z,0.5,4.23,1.87,1.12,2.6,0.795,532
2021-10-28T00:00:00.000Z,0.9,6.45,2.25,1.39,2.9,1.256,440
2021-10-29T00:00:00.000Z,4.88,24.37,11.23,9.6,15.83,4.235,429
2021-10-30T00:00:00.000Z,11.57,332.33,20.85,18.03,24.43,18.124,400
2021-10-31T00:00:00.000Z,5.83,33.07,10.44,8.25,23.13,7.963,502
2021-11-01T00:00:00.000Z,6,25.88,14.93,11.97,20.3,4.714,543
2021-11-02T00:00:00.000Z,15.5,29.9,21.43,19.32,23.45,3.151,506
2021-11-03T00:00:00.000Z,2.13,27.2,20.9,17.5,22.23,5.295,522
2021-11-04T00:00:00.000Z,1,7,2.7,1.6,3.22,1.083,481
2021-11-05T00:00:00.000Z,0.47,4,1.1,0.9,1.4,0.418,523
2021-11-06T00:00:00.000Z,0.3,3.93,0.9,0.77,1.5,0.637,508
2021-11-07T00:00:00.000Z,0.2,2.83,0.63,0.5,0.9,0.341,528
2021-11-08T00:00:00.000Z,0.5,8,1.63,1.3,2.6,1.499,439
2021-11-09T00:00:00.000Z,0.6,11.3,1.47,1.1,2.33,1.727,475
2021-11-10T00:00:00.000Z,0.2,2.7,1,0.56,1.6,0.622,468
2021-11-11T00:00:00.000Z,0.3,3.3,1.6,1.2,1.93,0.552,421
2021-11-12T00:00:00.000Z,0.2,3.83,0.47,0.4,1.1,0.608,382
2021-11-13T00:00:00.000Z,0.8,4.3,1.3,1.1,1.57,0.49,410
2021-11-14T00:00:00.000Z,0.77,6.93,1.6,1.1,2,0.864,340
2021-11-15T00:00:00.000Z,0.6,2.5,1.2,1,1.77,0.448,470
2021-11-16T00:00:00.000Z,1.47,6.8,4.05,2.93,4.87,1.227,534
2021-11-17T00:00:00.000Z,1.4,4.83,2.7,2.23,3.43,0.733,411
2021-11-18T00:00:00.000Z,0.53,2.77,0.97,0.8,1.17,0.301,502
2021-11-19T00:00:00.000Z,0.1,5.77,1.23,0.93,2.2,1.046,469
2021-11-20T00:00:00.000Z,0.1,3.47,0.6,0.2,1.03,0.504,510
2021-11-21T00:00:00.000Z,0.2,1.63,0.63,0.5,0.8,0.227,566
2021-11-22T00:00:00.000Z,0.6,3.23,1,0.83,1.2,0.306,549
2021-11-23T00:00:00.000Z,0.4,2.29,1.1,0.83,1.3,0.345,545
2021-11-24T00:00:00.000Z,0.3,2.97,0.9,0.7,1.43,0.474,550
2021-11-25T00:00:00.000Z,0.33,2.06,0.87,0.67,1.12,0.31,565
2021-11-26T00:00:00.000Z,0.73,2.29,1.37,1.2,1.53,0.239,566
2021-11-27T00:00:00.000Z,0.56,1.9,1.1,0.93,1.23,0.229,547
2021-11-28T00:00:00.000Z,0.7,2.67,1.33,1.1,1.8,0.417,544
2021-11-29T00:00:00.000Z,0.97,2.83,1.6,1.3,1.9,0.391,539
2021-11-30T00:00:00.000Z,1,2.9,1.6,1.4,1.9,0.351,539
2021-12-01T00:00:00.000Z,0.9,3.7,2.29,1.9,2.5,0.456,523
2021-12-02T00:00:00.000Z,0.7,3.67,1.3,1,2.02,0.748,530
2021-12-03T00:00:00.000Z,1.63,4.3,2.5,2.17,3,0.543,242
2021-12-04T00:00:00.000Z,0.9,4.5,2.43,2.1,2.83,0.66,524
2021-12-05T00:00:00.000Z,0.8,1.8,1.23,1.12,1.37,0.163,517
2021-12-06T00:00:00.000Z,1,8.57,2.09,1.43,3.9,1.371,556
2021-12-07T00:00:00.000Z,2.63,10.19,4.33,3.97,5,1.144,547
2021-12-08T00:00:00.000Z,0.8,4.17,2,1.53,2.9,0.792,520
2021-12-09T00:00:00.000Z,0.67,3.27,1.9,1.7,2.1,0.41,534
2021-12-10T00:00:00.000Z,1.1,7.9,2.6,2,5.24,1.833,509
2021-12-11T00:00:00.000Z,0.5,17.57,2.95,1.1,7.57,4.127,544
2021-12-12T00:00:00.000Z,5.43,28.23,10.11,9.27,11.1,2.632,462
2021-12-13T00:00:00.000Z,1.53,11.13,4.9,4.23,5.8,1.303,446
2021-12-14T00:00:00.000Z,1,15.07,2.1,1.77,2.83,1.544,477
2021-12-15T00:00:00.000Z,0.8,3.63,1.9,1.47,2.29,0.595,520
2021-12-16T00:00:00.000Z,0.4,1.9,0.87,0.7,1,0.245,528
2021-12-17T00:00:00.000Z,0.4,3.77,1.33,0.97,1.77,0.637,537
2021-12-18T00:00:00.000Z,0.2,1.7,0.7,0.5,0.97,0.312,527
2021-12-19T00:00:00.000Z,0.2,1.53,0.5,0.4,0.67,0.218,540
2021-12-20T00:00:00.000Z,0.5,3,0.9,0.8,1.5,0.55,504
2021-12-21T00:00:00.000Z,0.8,5.03,1.77,1.27,3.17,1.075,550
2021-12-22T00:00:00.000Z,0.77,25.03,3.33,2.5,4.3,1.924,531
2021-12-23T00:00:00.000Z,0.6,3.1,1.9,1.6,2.13,0.419,514
2021-12-24T00:00:00.000Z,0.3,1.53,0.67,0.53,0.8,0.193,541
2021-12-25T00:00:00.000Z,0.5,3.13,1,0.8,1.6,0.573,523
2021-12-26T00:00:00.000Z,0.6,94.2,1.57,1,2.9,4.139,555
2021-12-27T00:00:00.000Z,1.7,11.37,2.8,2.33,3.7,1.231,553
2021-12-28T00:00:00.000Z,1.6,11.93,3.57,2.83,5.07,2.415,545
2021-12-29T00:00:00.000Z,10.13,30.93,17.32,15.47,21.13,3.718,558
2021-12-30T00:00:00.000Z,1.73,23.27,7.9,3.62,12.53,5.628,549
2021-12-31T00:00:00.000Z,0.97,21.5,1.93,1.5,2.7,2.262,557
2022-01-01T00:00:00.000Z,0.5,7.53,1.6,1.07,2.45,1.049,560
2022-01-02T00:00:00.000Z,0.2,18.8,3.47,1.03,6.7,3.591,542
2022-01-03T00:00:00.000Z,1.03,12.37,2.2,1.87,2.52,1.393,552
2022-01-04T00:00:00.000Z,0.5,3.77,1.67,1.3,1.93,0.508,546
2022-01-05T00:00:00.000Z,0.7,2.73,1.5,1.17,1.75,0.397,557
2022-01-06T00:00:00.000Z,0.47,2.77,1.03,0.8,1.37,0.405,575
2022-01-07T00:00:00.000Z,0.4,3.73,1.2,0.9,1.87,0.767,572
2022-01-08T00:00:00.000Z,0.2,10.1,4.59,0.7,7.23,3.247,522
2022-01-09T00:00:00.000Z,2.06,8.23,4.4,3.5,5.37,1.252,530
2022-01-10T00:00:00.000Z,3.13,6.27,4.5,4.17,4.9,0.551,531
2022-01-11T00:00:00.000Z,2,7.97,3.93,3.33,4.59,1.223,550
2022-01-12T00:00:00.000Z,1.47,14.47,3.5,2.52,10.02,4.089,554
2022-01-13T00:00:00.000Z,0.6,2.63,1.33,1.12,1.63,0.393,556
2022-01-14T00:00:00.000Z,0.1,1.83,0.63,0.5,0.8,0.263,535
2022-01-15T00:00:00.000Z,0.3,3.7,1.1,0.83,1.72,0.565,552
2022-01-16T00:00:00.000Z,0.4,3.27,1.3,0.93,2.17,0.721,555
2022-01-17T00:00:00.000Z,0.2,2.1,0.8,0.6,0.97,0.265,566
2022-01-18T00:00:00.000Z,0.6,2.73,1.2,1,1.59,0.392,556
2022-01-19T00:00:00.000Z,0.2,3.87,2.17,1.7,2.73,0.784,548
2022-01-20T00:00:00.000Z,0.3,1.9,0.8,0.6,0.9,0.231,565
2022-01-21T00:00:00.000Z,0.47,2.23,1.03,0.9,1.3,0.297,532
2022-01-22T00:00:00.000Z,1.07,4.03,1.8,1.43,2.5,0.709,557
2022-01-23T00:00:00.000Z,1.47,11.2,3.17,2.4,3.8,1.202,547
2022-01-24T00:00:00.000Z,0.73,5.67,2,1.47,2.72,1.008,560
2022-01-25T00:00:00.000Z,0.7,5,1.8,1.2,2.27,0.676,551
2022-01-26T00:00:00.000Z,0.9,5.4,2.1,1.5,3.6,1.103,525
2022-01-27T00:00:00.000Z,0.3,6.2,1.83,1.29,2.8,1.081,561
2022-01-28T00:00:00.000Z,0.3,2.37,1,0.73,1.23,0.353,554
2022-01-29T00:00:00.000Z,0.2,11.67,1.1,0.87,1.3,0.61,559
2022-01-30T00:00:00.000Z,0.1,2.77,0.5,0.4,0.8,0.333,559
2022-01-31T00:00:00.000Z,0.43,2,1.12,0.97,1.3,0.267,556
2022-02-01T00:00:00.000Z,0.83,3.13,1.63,1.3,2,0.461,528
2022-02-02T00:00:00.000Z,1.1,5.09,2.9,2.31,3.4,0.699,541
2022-02-03T00:00:00.000Z,0.7,5.13,2.52,1.73,3.43,1.047,515
2022-02-04T00:00:00.000Z,0.37,6.17,1.63,1.1,2.7,1.113,539
2022-02-05T00:00:00.000Z,0.87,3.7,1.6,1.37,2.02,0.484,554
2022-02-06T00:00:00.000Z,0.3,18.63,1.5,1.2,1.8,1.008,558
2022-02-07T00:00:00.000Z,0.4,2.8,0.9,0.7,1.2,0.319,559
2022-02-08T00:00:00.000Z,0.3,2.5,1.1,0.8,1.4,0.388,556
2022-02-09T00:00:00.000Z,0.7,3.77,1.73,1.23,2.23,0.67,530
2022-02-10T00:00:00.000Z,0.7,3.4,1.6,1.33,1.9,0.42,532
2022-02-11T00:00:00.000Z,0.4,6.07,1,0.77,1.2,0.426,542
2022-02-12T00:00:00.000Z,0.5,3.87,1.93,1.53,2.23,0.598,560
2022-02-13T00:00:00.000Z,1.4,5.37,2.57,2.1,3.13,0.782,569
2022-02-14T00:00:00.000Z,1.97,12.4,6.7,5.63,8.67,2.367,566
2022-02-15T00:00:00.000Z,0.7,9.93,4.09,2.37,5,1.698,580
2022-02-16T00:00:00.000Z,0.4,6.13,2.23,1.63,3.65,1.245,569
2022-02-17T00:00:00.000Z,0.2,2,0.83,0.67,1,0.314,567
2022-02-18T00:00:00.000Z,0.2,3.1,0.9,0.63,1.43,0.519,565
2022-02-19T00:00:00.000Z,0.2,3.4,1.2,0.9,1.57,0.489,566
2022-02-20T00:00:00.000Z,0.77,3.3,1.5,1.27,1.8,0.428,563
2022-02-21T00:00:00.000Z,0.2,3.4,0.63,0.5,1,0.471,561
2022-02-22T00:00:00.000Z,0.53,5,1.97,1.7,3.1,0.992,576
2022-02-23T00:00:00.000Z,0.7,4.13,2.29,1.62,2.83,0.783,572
2022-02-24T00:00:00.000Z,0.4,3.53,1.57,1.1,1.97,0.557,562
2022-02-25T00:00:00.000Z,0.56,4.3,1.6,1.2,2.1,0.727,559
2022-02-26T00:00:00.000Z,0.63,3.17,1.17,1,1.53,0.445,574
2022-02-27T00:00:00.000Z,0.6,2.7,1.35,1.12,1.6,0.323,568
2022-02-28T00:00:00.000Z,0.7,3.8,1.4,1.1,1.7,0.455,566
2022-03-01T00:00:00.000Z,1,11.07,3.53,1.9,4.47,2.605,571
2022-03-02T00:00:00.000Z,0.83,9.52,3.2,1.99,7.07,2.603,557
2022-03-03T00:00:00.000Z,0.5,1.63,0.9,0.73,1.03,0.226,556
2022-03-04T00:00:00.000Z,0.4,6.4,1.03,0.87,1.37,0.721,566
2022-03-05T00:00:00.000Z,0.53,3.2,1.1,0.9,1.9,0.612,573
2022-03-06T00:00:00.000Z,0.37,2.4,1,0.7,1.3,0.439,545
2022-03-07T00:00:00.000Z,0.3,2.8,1,0.83,1.23,0.379,577
2022-03-08T00:00:00.000Z,0.6,3.93,1.7,1.33,2.37,0.646,554
2022-03-09T00:00:00.000Z,0.8,3.4,2.02,1.47,2.4,0.556,567
2022-03-10T00:00:00.000Z,0.6,4.3,2.1,1.3,3.1,0.973,570
2022-03-11T00:00:00.000Z,1.97,6.8,4.17,3.05,4.84,1.031,568
2022-03-12T00:00:00.000Z,1.25,6.5,3.5,2.63,4.33,1.095,559
2022-03-13T00:00:00.000Z,0.68,16.57,6.49,2.4,7.9,2.904,550
2022-03-14T00:00:00.000Z,4.09,27.85,10.42,8.8,16.48,5.029,560
2022-03-15T00:00:00.000Z,11.05,23.2,15.6,13.73,18.85,3.098,568
2022-03-16T00:00:00.000Z,7.77,19.5,11.9,10.37,15.23,2.721,557
2022-03-17T00:00:00.000Z,3.77,14.5,8.1,6.23,9.97,2.388,558
2022-03-18T00:00:00.000Z,0.7,18.93,1.97,1.43,10.97,6.001,542
2022-03-19T00:00:00.000Z,0.6,5.7,1.3,1.02,1.6,0.437,566
2022-03-20T00:00:00.000Z,0.83,5.4,1.6,1.3,1.98,0.607,558
2022-03-21T00:00:00.000Z,3.13,22.6,10.1,7.65,12.32,3.969,541
2022-03-22T00:00:00.000Z,9.43,20.73,12.8,11.85,15.93,2.744,579
2022-03-23T00:00:00.000Z,2.9,18.2,4.4,3.8,7.47,3.88,563
2022-03-24T00:00:00.000Z,3.33,5.7,4.5,4.17,4.76,0.428,548
2022-03-25T00:00:00.000Z,0.3,8.93,5,2.34,7.19,2.515,557
2022-03-26T00:00:00.000Z,0.33,3.3,0.9,0.7,1.2,0.401,568
2022-03-27T00:00:00.000Z,0.4,2.2,1.03,0.9,1.2,0.277,543
2022-03-28T00:00:00.000Z,0.2,4.17,0.9,0.6,2,1.016,562
2022-03-29T00:00:00.000Z,0.43,4.4,1,0.8,1.27,0.462,568
2022-03-30T00:00:00.000Z,0.47,4.3,1,0.8,1.3,0.468,562
2022-03-31T00:00:00.000Z,0.5,4.2,1.4,1,1.8,0.52,571
2022-04-01T00:00:00.000Z,0.5,5.43,1.5,1.1,1.87,0.543,545
2022-04-02T00:00:00.000Z,0.47,4.7,1.5,0.96,2.29,0.794,509
2022-04-03T00:00:00.000Z,0.2,1.97,0.7,0.53,0.8,0.24,563
2022-04-04T00:00:00.000Z,0.2,2.73,0.77,0.5,1.3,0.583,578
2022-04-05T00:00:00.000Z,0.3,1.3,0.7,0.6,0.8,0.182,568
2022-04-06T00:00:00.000Z,0.27,2,0.7,0.53,1,0.319,565
2022-04-07T00:00:00.000Z,0.4,5.7,1,0.8,1.27,0.698,574
2022-04-08T00:00:00.000Z,0.4,3.2,1,0.7,1.2,0.547,574
2022-04-09T00:00:00.000Z,0.5,3.7,0.9,0.8,1,0.259,557
2022-04-10T00:00:00.000Z,0.2,1.9,0.6,0.4,0.73,0.223,565
2022-04-11T00:00:00.000Z,0.3,2.63,0.8,0.6,1.1,0.448,568
2022-04-12T00:00:00.000Z,0.3,2.8,0.9,0.63,1.2,0.391,573
2022-04-13T00:00:00.000Z,0.4,2.2,1.23,0.97,1.44,0.351,564
2022-04-14T00:00:00.000Z,0.8,7.63,3.22,2.4,4.9,1.638,562
2022-04-15T00:00:00.000Z,0.2,3.1,0.63,0.5,1.07,0.536,568
2022-04-16T00:00:00.000Z,0.23,2.06,0.8,0.7,0.93,0.221,580
2022-04-17T00:00:00.000Z,0.43,3.3,0.9,0.7,1.2,0.341,574
2022-04-18T00:00:00.000Z,0.6,8.3,1.38,1.2,1.7,0.805,568
2022-04-19T00:00:00.000Z,0.6,5.45,1.2,1,1.4,0.565,564
2022-04-20T00:00:00.000Z,0.8,2.97,1.57,1.3,1.8,0.383,573
2022-04-21T00:00:00.000Z,0.68,2.83,1.2,1.1,1.4,0.224,569
2022-04-22T00:00:00.000Z,0.5,2.23,1.1,0.93,1.4,0.347,571
2022-04-23T00:00:00.000Z,0.5,2.5,0.97,0.8,1.12,0.3,567
2022-04-24T00:00:00.000Z,0.6,3.63,1.6,1.17,2.1,0.635,577
2022-04-25T00:00:00.000Z,0.77,3.33,1.67,1.4,2,0.445,549
2022-04-26T00:00:00.000Z,0.3,1.77,0.7,0.6,0.9,0.225,550
2022-04-27T00:00:00.000Z,0.3,1.9,0.8,0.6,1,0.273,556
2022-04-28T00:00:00.000Z,0.28,1.9,0.8,0.6,1.1,0.356,557
2022-04-29T00:00:00.000Z,0.38,1.93,0.8,0.6,0.93,0.235,569
2022-04-30T00:00:00.000Z,0.52,6.7,1.2,0.9,2.23,1.565,579
2022-05-01T00:00:00.000Z,0.3,4.37,1,0.65,1.43,0.938,510
2022-05-02T00:00:00.000Z,0.2,2.29,0.95,0.7,1.17,0.355,458
2022-05-03T00:00:00.000Z,0.3,2.2,0.87,0.7,1,0.275,532
2022-05-04T00:00:00.000Z,0.3,2.23,0.93,0.77,1.2,0.324,578
2022-05-05T00:00:00.000Z,1,5.07,2.1,1.88,2.35,0.4,558
2022-05-06T00:00:00.000Z,1,14.4,1.98,1.63,2.33,0.83,559
2022-05-07T00:00:00.000Z,0.5,7.22,1.23,0.93,3.28,1.691,577
2022-05-08T00:00:00.000Z,0.3,4.53,0.8,0.7,0.97,0.273,567
2022-05-09T00:00:00.000Z,0.6,2.75,1.17,1,1.47,0.334,523
2022-05-10T00:00:00.000Z,0.9,6.6,2.22,1.53,3.53,1.321,514
2022-05-11T00:00:00.000Z,1.1,5.13,2.1,1.73,2.6,0.609,518
2022-05-12T00:00:00.000Z,0.3,3.7,1.25,0.7,2.17,0.848,522
2022-05-13T00:00:00.000Z,0.5,3.72,1.32,0.95,1.67,0.473,524
2022-05-14T00:00:00.000Z,0.4,5.47,1.14,0.82,1.4,0.423,537
2022-05-15T00:00:00.000Z,0.2,2.83,0.5,0.4,0.63,0.3,531
2022-05-16T00:00:00.000Z,0.2,3.93,0.73,0.6,0.9,0.262,528
2022-05-17T00:00:00.000Z,0.4,5.33,0.8,0.68,1,0.321,534
2022-05-18T00:00:00.000Z,0.6,1.67,1.1,0.95,1.2,0.183,538
2022-05-19T00:00:00.000Z,0.88,3,1.63,1.42,1.9,0.356,525
2022-05-20T00:00:00.000Z,1.2,5.07,2.29,1.7,3,0.803,517
2022-05-21T00:00:00.000Z,1,6.75,1.65,1.5,1.8,0.434,535
2022-05-22T00:00:00.000Z,1.2,7.13,1.83,1.7,2.08,0.505,521
2022-05-23T00:00:00.000Z,1.17,4.8,1.92,1.73,2.33,0.582,532
2022-05-24T00:00:00.000Z,1.3,3.63,2.29,2.04,2.58,0.416,529
2022-05-25T00:00:00.000Z,0.4,5.93,2.29,1.3,4.13,1.552,496
2022-05-26T00:00:00.000Z,0.4,2.02,1,0.82,1.2,0.253,502
2022-05-27T00:00:00.000Z,0.2,2.08,0.8,0.6,1,0.302,511
2022-05-28T00:00:00.000Z,0.43,4.18,1.73,1.1,2.08,0.647,537
2022-05-29T00:00:00.000Z,0.6,3.35,1.02,0.85,1.3,0.386,465
2022-05-30T00:00:00.000Z,0.4,3.28,1.14,0.8,1.35,0.345,465
2022-05-31T00:00:00.000Z,1.17,6.63,3.67,2.47,4.7,1.352,505
2022-06-01T00:00:00.000Z,0.77,5.22,1.9,1.4,2.38,0.749,482
2022-06-02T00:00:00.000Z,1.5,4.72,2.9,2.27,3.6,0.769,195
2022-06-03T00:00:00.000Z,1.3,5.8,3.08,2.47,4.2,1.091,318
2022-06-04T00:00:00.000Z,0.7,3.2,2.13,1.6,2.42,0.537,440
2022-06-05T00:00:00.000Z,0.32,3.6,1.47,0.85,1.75,0.538,442
2022-06-06T00:00:00.000Z,0.45,3.47,0.8,0.7,0.97,0.239,345
2022-06-07T00:00:00.000Z,0.56,4.32,1.48,1,2.2,0.668,526
2022-06-08T00:00:00.000Z,0.6,14.32,1.5,1.1,6,3.947,511
2022-06-09T00:00:00.000Z,1.08,3.25,1.9,1.63,2.22,0.389,500
2022-06-10T00:00:00.000Z,1.63,13.3,2.65,2.27,3.4,0.919,474
2022-06-11T00:00:00.000Z,1.55,7.63,2.27,2.08,2.47,0.445,482
2022-06-12T00:00:00.000Z,0.9,3.8,1.77,1.4,2.45,0.619,483
2022-06-13T00:00:00.000Z,0.52,3.65,1.4,1.1,2.1,0.588,457
2022-06-14T00:00:00.000Z,0.4,1.7,1,0.8,1.15,0.262,357
2022-06-15T00:00:00.000Z,0.5,4.95,1.1,0.88,1.4,0.38,499
2022-06-16T00:00:00.000Z,0.3,2.5,1.25,1,1.67,0.467,502
2022-06-17T00:00:00.000Z,0.2,7.65,1.25,0.85,1.54,0.639,436
2022-06-18T00:00:00.000Z,0.8,9.93,2.27,1.4,5.4,2.335,497
2022-06-19T00:00:00.000Z,0.3,6.88,0.8,0.68,0.99,0.377,448
2022-06-20T00:00:00.000Z,0.6,2.8,1.5,1.2,1.88,0.495,399
2022-06-21T00:00:00.000Z,0.7,4.45,2.35,1.95,2.84,0.63,372
2022-06-22T00:00:00.000Z,1.1,5.57,2.5,1.87,3.61,1.038,357
2022-06-23T00:00:00.000Z,1.17,5.07,1.9,1.7,2.1,0.665,318
2022-06-24T00:00:00.000Z,1.05,5.8,2.45,1.9,3.1,0.973,563
2022-06-25T00:00:00.000Z,2.15,6.9,3.17,2.8,4.38,1.216,571
2022-06-26T00:00:00.000Z,3,8.1,4.34,3.92,4.95,0.787,578
2022-06-27T00:00:00.000Z,3.22,7.53,5.05,4.47,5.8,0.913,546
2022-06-28T00:00:00.000Z,1.27,9.48,6,4.9,7.15,2.219,549
2022-06-29T00:00:00.000Z,1.14,17.55,3.78,2.8,5.6,3.991,555
2022-06-30T00:00:00.000Z,5.8,23.33,14.83,10.4,17.63,4.369,558
2022-07-01T00:00:00.000Z,2.54,13.52,7.5,6.35,10.18,2.272,559
2022-07-02T00:00:00.000Z,0.4,17.42,1.3,1,7.7,4.858,554
2022-07-03T00:00:00.000Z,0.6,2.63,1.25,1.01,1.55,0.377,532
2022-07-04T00:00:00.000Z,0.8,4.68,1.6,1.35,1.9,0.438,554
2022-07-05T00:00:00.000Z,0.35,2.63,0.84,0.7,1,0.242,542
2022-07-06T00:00:00.000Z,0.3,22.85,0.88,0.7,1.12,0.984,558
2022-07-07T00:00:00.000Z,0.38,2.8,0.95,0.8,1.1,0.275,374
2022-07-08T00:00:00.000Z,0.5,7.93,1.1,0.9,1.3,0.639,543
2022-07-09T00:00:00.000Z,0.1,14.75,0.73,0.5,0.95,1.081,538
2022-07-10T00:00:00.000Z,0.1,7.53,0.4,0.3,0.6,0.412,547
2022-07-11T00:00:00.000Z,0.2,1.98,0.9,0.65,1.08,0.334,554
2022-07-12T00:00:00.000Z,0.45,1.88,0.88,0.7,1.12,0.288,565
2022-07-13T00:00:00.000Z,0.56,312,1.6,1.27,1.88,13.802,515
2022-07-14T00:00:00.000Z,0.2,5.6,0.52,0.4,0.7,0.375,539
2022-07-15T00:00:00.000Z,0.1,4.53,0.4,0.3,0.5,0.251,523
2022-07-16T00:00:00.000Z,0.1,1.1,0.3,0.3,0.4,0.123,570
2022-07-17T00:00:00.000Z,0.1,2.54,0.3,0.2,0.4,0.165,580
2022-07-18T00:00:00.000Z,0.47,5.5,1.9,1.45,2.6,1.254,572
2022-07-19T00:00:00.000Z,0.5,6.43,1.12,0.85,4.8,1.928,571
2022-07-20T00:00:00.000Z,0.85,6.55,3.7,2.83,4.09,1.129,579
2022-07-21T00:00:00.000Z,3.6,15.98,5.5,4.63,6.34,1.204,561
2022-07-22T00:00:00.000Z,3.83,14.95,6.53,5.5,7.3,1.142,574
2022-07-23T00:00:00.000Z,0.3,9.98,0.92,0.75,1.23,1.94,564
2022-07-24T00:00:00.000Z,0.4,2.78,1.02,0.8,1.63,0.546,576
2022-07-25T00:00:00.000Z,2,6.13,3.28,2.83,3.63,0.742,586
2022-07-26T00:00:00.000Z,0.32,7.78,1.83,0.8,5.4,2.306,573
2022-07-27T00:00:00.000Z,0.1,2.5,0.64,0.34,1.2,0.527,580
2022-07-28T00:00:00.000Z,0.2,1.23,0.5,0.4,0.56,0.135,566
2022-07-29T00:00:00.000Z,0.2,10.25,0.5,0.4,0.63,0.507,565
2022-07-30T00:00:00.000Z,0.5,5.68,1,0.88,1.1,0.289,567
2022-07-31T00:00:00.000Z,0.55,5.2,0.9,0.8,1,0.386,574
2022-08-01T00:00:00.000Z,0.6,2.7,1,0.9,1.1,0.163,514
2022-08-02T00:00:00.000Z,0.3,3.15,1,0.73,1.4,0.528,542
2022-08-03T00:00:00.000Z,0.68,8.4,1.3,1.1,2.27,0.85,556
2022-08-04T00:00:00.000Z,1.08,10.19,2.14,1.65,3.34,1.613,464
2022-08-05T00:00:00.000Z,0.8,17.92,6.35,3.17,8.93,3.528,572
2022-08-06T00:00:00.000Z,0.2,4.13,0.7,0.5,1.2,0.524,546
2022-08-07T00:00:00.000Z,0.3,14.52,1.1,0.8,1.4,0.785,444
2022-08-08T00:00:00.000Z,0.88,11.18,1.8,1.3,3.21,1.731,521
2022-08-09T00:00:00.000Z,0.9,3.7,1.5,1.3,1.95,0.516,571
2022-08-10T00:00:00.000Z,0.88,4,1.6,1.35,1.98,0.538,478
2022-08-11T00:00:00.000Z,0.85,3.05,1.57,1.35,1.83,0.339,462
2022-08-12T00:00:00.000Z,1.05,5,1.92,1.7,2.2,0.536,556
2022-08-13T00:00:00.000Z,1.14,8.13,1.95,1.7,2.4,1.15,581
2022-08-14T00:00:00.000Z,0.82,10.57,1.83,1.52,2.25,0.902,544
